10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
6,11,2,128,50,7100,7228,2,11,1
6,11,2,128,50,7100,7228,2,11,1
6,11,2,128,50,7100,7228,2,11,1
6,11,2,128,50,7100,7228,2,11,1
6,11,2,128,50,7100,7228,2,11,1
6,11,2,128,50,7100,7228,2,11,1
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
10,11,2,128,50,7100,7228,2,11,1
15,22,4,256,100,14200,14456,2,11,2
15,22,4,256,100,14200,14456,2,11,2
15,22,4,256,100,14200,14456,2,11,2
15,22,4,256,100,14200,14456,2,11,2
15,22,4,256,100,14200,14456,2,11,2
15,22,4,256,100,14200,14456,2,11,2
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
8,11,2,128,50,7100,7228,2,11,1
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
13,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
21,22,4,256,100,14200,14456,2,11,2
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
4,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
17,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
19,22,4,256,100,14200,14456,2,11,2
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
2,11,2,128,50,7100,7228,2,11,1
