10,4,,268794,666385,17059456
10,4,,1,0.40336142,0.015756305
10,4,,,,
10,4,,,,
10,4,,,,
10,4,,,,
8,4,,,,
8,4,,,,
8,4,,,,
8,4,,,,
8,4,,,,
8,4,,,,
13,4,,,,
13,4,,,,
13,4,,,,
13,4,,,,
13,4,,,,
13,4,,,,
17,4,,,,
17,4,,,,
17,4,,,,
17,4,,,,
17,4,,,,
17,4,,,,
13,4,,,,
13,4,,,,
13,4,,,,
13,4,,,,
13,4,,,,
13,4,,,,
6,4,,,,
6,4,,,,
6,4,,,,
6,4,,,,
6,4,,,,
6,4,,,,
21,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
4,5,,,,
4,5,,,,
4,5,,,,
4,5,,,,
4,5,,,,
4,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
15,5,,,,
15,5,,,,
15,5,,,,
15,5,,,,
15,5,,,,
15,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
4,5,,,,
4,5,,,,
4,5,,,,
4,5,,,,
4,5,,,,
4,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
21,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
17,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
10,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
0,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
13,5,,,,
15,5,,,,
15,5,,,,
15,5,,,,
15,5,,,,
15,5,,,,
15,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
8,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
6,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
2,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,5,,,,
19,6,,,,
19,7,,,,
30,7,,,,
30,7,,,,
30,7,,,,
30,7,,,,
30,8,,,,
30,9,,,,
41,9,,,,
41,9,,,,
41,9,,,,
41,9,,,,
41,9,,,,
41,9,,,,
21,9,,,,
21,9,,,,
21,9,,,,
21,9,,,,
21,9,,,,
21,9,,,,
23,9,,,,
23,9,,,,
23,9,,,,
23,9,,,,
23,9,,,,
23,9,,,,
32,9,,,,
32,9,,,,
32,9,,,,
32,9,,,,
32,11,,,,
32,11,,,,
52,11,,,,
52,11,,,,
52,11,,,,
52,11,,,,
52,11,,,,
52,11,,,,
41,11,,,,
41,11,,,,
41,11,,,,
41,11,,,,
41,11,,,,
41,11,,,,
17,11,,,,
17,11,,,,
17,11,,,,
17,11,,,,
17,11,,,,
17,11,,,,
10,11,,,,
10,11,,,,
10,11,,,,
10,11,,,,
10,11,,,,
10,11,,,,
13,11,,,,
13,11,,,,
13,11,,,,
13,11,,,,
13,11,,,,
13,11,,,,
15,11,,,,
15,11,,,,
15,11,,,,
15,11,,,,
15,11,,,,
15,11,,,,
13,11,,,,
13,11,,,,
13,11,,,,
13,11,,,,
13,11,,,,
13,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
2,11,,,,
2,11,,,,
2,11,,,,
2,11,,,,
2,11,,,,
2,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
15,11,,,,
15,11,,,,
15,11,,,,
15,11,,,,
15,11,,,,
15,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
4,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
2,11,,,,
2,11,,,,
2,11,,,,
2,11,,,,
2,11,,,,
2,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
0,11,,,,
